Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
223,Zyon McCollum,13,0,0,22,24.7,0,0,0,0,0,2022,23,TAM,13,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,18,6,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,16,72.7,216,13.5,9.8,1,118.7,11.1,150,66,1,0,0,0,0,3,11.1,0,0,277,24.7,228,49.6,CB
224,Tarvarius Moore,13,0,0,2,3.8,0,0,0,0,0,2022,26,SFO,13,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,17,17,8.5,0,79.2,14.5,15,2,0,0,0,0,0,0,0,0,0,41,3.8,222,50.7,DB
225,Matt Overton,13,0,0,0,0,0,0,0,0,0,2022,37,DAL,13,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,118,24.7,LS
226,Marcus Peters,13,1,0,84,67.3,0,1,0,0,0,2022,29,BAL,13,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,35,12,47,2,1,1,8,0,6,0,2,0,0,2,0,0,0,8,0,84,54,64.3,711,13.2,8.5,7,113.7,9.4,475,236,3,1,0,0,2,6,11.3,0,0,736,67.3,0,0,LCB
227,Bradley Roby,13,0,0,63,55.5,0,0,0,0,0,2022,30,NOR,13,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,29,7,36,1,0,0,0,0,5,0,2,6,0,0,0,0,0,6,0,63,34,54,409,12,6.5,1,79.4,9,234,175,8,1,0,0,1,8,18.2,0,0,628,55.5,2,0.4,RCB
228,Alontae Taylor,13,0,0,66,58.6,0,0,0,0,0,2022,24,NOR,13,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,39,7,46,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,66,32,48.5,318,9.9,4.8,0,62.6,13,215,103,0,0,0,0,0,8,14.8,0,0,663,58.6,84,18.8,RCB
229,Antoine Winfield Jr.,13,4,0,47,68.2,0,1,0,0,0,2022,24,TAM,13,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,4,64,16,80,7,6,1,15,0,3,0,0,0,0,1,0,0,0,15,0,47,31,66,344,11.1,7.3,4,107,8.7,219,125,18,1,2,0,7,2,2.4,0,0,764,68.2,38,8.3,SS
230,Tre Avery,14,0,0,44,24.8,0,0,0,0,0,2022,25,TEN,14,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,6,29,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,44,21,47.7,268,12.8,6.1,3,90,11.5,214,54,0,0,0,0,0,0,0,0,0,290,24.8,167,37.3,CB
231,Essang Bassey,14,0,0,18,19.3,0,0,0,0,0,2022,24,DEN,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,5,15,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,12,66.7,112,9.3,6.2,0,83.6,5.6,49,63,7,0,1,0,1,2,11.8,0,0,221,19.3,252,52.5,CB
232,Julian Blackmon,14,1,0,39,63.1,0,1,0,0,0,2022,24,IND,14,11,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,36,14,50,2,1,1,17,1,2,0,1,34,0,0,0,0,0,51,0,39,33,84.6,453,13.7,11.6,4,138.6,8.7,250,203,8,1,0,0,2,9,15.3,0,0,718,63.1,147,32.4,FS
233,Joe Cardona,14,0,0,0,0,0,0,0,0,0,2022,30,NWE,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,128,28,LS
234,Tariq Carpenter,14,0,0,0,1.5,0,0,0,0,0,2022,24,GNB,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,16,1.5,122,28.5,S
235,Ashtyn Davis,14,0,0,2,1.1,0,1,0,0,0,2022,26,NYJ,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,1,14,0,1,0,0,0,0,0,1,2,2,16,0,2,1,50,27,27,13.5,0,56.2,19,20,7,0,0,0,0,0,0,0,0,0,13,1.1,278,60.4,S
236,DeShon Elliott,14,0,0,38,76.1,0,1,0,0,0,2022,25,DET,14,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,73,23,96,5,3,1,0,0,3,0,1,0,0,1,0,0,0,0,0,38,31,81.6,552,17.8,14.5,2,125.3,15.6,432,120,16,2,1,0,3,5,5,0,0,864,76.1,25,5.5,FS
237,Kyler Gordon,14,0,0,82,79.4,0,3,0,0,0,2022,23,CHI,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,55,16,71,2,0,3,78,0,6,0,1,12,0,1,0,0,0,90,0,82,63,76.8,764,12.1,9.3,3,101.9,7.4,418,346,18,1,0,1,1,2,2.7,0,0,864,79.4,70,16.1,RCB
238,J.T. Gray,14,2.5,0,0,2.5,0,0,0,0,0,2022,26,NOR,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2.5,9,8,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,3,0,0,0,0,28,2.5,310,69.4,DB
239,Erik Harris,14,0,0,5,2.9,0,0,0,0,0,2022,32,ATL,14,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100,55,11,11,0,112.5,4.8,24,31,1,0,0,0,0,0,0,0,0,33,2.9,299,68.7,S
240,Mike Hilton,14,0,0,69,67.7,0,1,0,0,0,2022,28,CIN,14,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,48,12,60,4,4,1,5,0,6,0,0,0,0,0,0,0,0,5,0,69,43,62.3,430,10,6.2,1,78.8,6.7,235,195,30,0,4,1,4,6,9.1,2,0.2,701,67.7,1,0.2,CB
241,Derwin James,14,4,0,58,79.8,0,2,0,0,0,2022,26,LAC,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,4,64,51,115,5,5,2,0,0,6,0,0,0,0,2,0,0,0,0,0,58,38,65.5,398,10.5,6.9,2,82.4,8,231,167,23,2,1,0,7,5,4.2,0,0,836,79.8,7,1.5,FS
242,Lamarcus Joyner,14,0,0,31,76.7,0,3,0,0,0,2022,32,NYJ,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,30,27,57,0,2,3,31,0,6,0,1,1,0,0,0,0,0,32,0,31,21,67.7,418,19.9,13.5,4,110.6,18.5,316,102,6,1,2,0,3,3,5,0,0,873,76.7,10,2.2,SS
243,Jayron Kearse,14,2,0,41,71.1,0,1,0,0,0,2022,28,DAL,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,55,22,77,7,2,1,2,0,5,0,2,6,0,1,0,0,0,8,0,41,28,68.3,319,11.4,7.8,0,81.2,5.4,167,152,28,2,0,1,4,2,2.5,0,0,815,71.1,4,0.8,SS
244,Christian Matthew,14,0,0,21,21.2,0,0,0,0,0,2022,26,ARI,14,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,7,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,14,66.7,158,11.3,7.5,0,89,8.4,83,75,0,0,0,0,0,4,17.4,0,0,235,21.2,180,39.6,CB
245,Nick McCloud,14,1.5,0,48,47.5,0,0,0,0,0,2022,24,NYG,14,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1.5,35,8,43,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,48,26,54.2,285,11,5.9,3,92.8,10.2,192,93,13,0,0,1,2,3,6.5,0,0,537,47.5,200,42.5,LCB
246,Fabian Moreau,14,0,0,81,66.2,0,0,0,0,0,2022,28,NYG,14,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,50,16,66,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,81,48,59.3,553,11.5,6.8,5,100.5,12.7,394,159,1,0,0,0,0,3,4.3,0,0,749,66.2,68,14.4,RCB
247,Ryan Neal,14,1,0,52,61.4,0,1,0,0,0,2022,27,SEA,14,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,45,21,66,4,1,1,13,0,8,0,0,0,0,1,0,0,0,13,0,52,26,50,191,7.3,3.7,2,63.9,7.9,91,100,10,0,0,0,1,6,8.3,0,0,710,61.4,106,22.7,SS
248,Amani Oruwariye,14,0,0,50,42,0,0,0,0,0,2022,26,DET,14,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,36,8,44,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,50,32,64,448,14,9,2,106.1,10.4,340,108,0,0,0,0,0,3,6.4,0,0,477,42,52,11.5,LCB
249,Will Parks,14,0,0,6,18.5,0,0,0,0,0,2022,28,NYJ,14,3,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,66.7,33,8.3,5.5,0,80.6,5.7,13,20,2,0,0,0,0,3,15,0,0,210,18.5,148,32.2,S
250,Jason Pinnock,14,1.5,0,14,40.6,1,0,0,0,0,2022,23,NYG,14,5,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,1.5,34,7,41,2,4,0,0,0,3,1,1,0,0,1,0,0,0,0,0,14,11,78.6,170,15.5,12.1,1,141.1,14.2,114,56,33,1,2,1,5,0,0,0,0,459,40.6,194,41.2,FS
251,Eric Rowe,14,2,0,48,49.7,0,0,0,0,0,2022,30,MIA,14,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,42,14,56,4,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,48,37,77.1,440,11.9,9.2,0,104.5,7.1,260,180,13,1,0,0,3,2,3.4,0,0,569,49.7,21,4.6,SS
252,Kevon Seymour,14,0,0,1,0.5,0,0,0,0,0,2022,29,BAL,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,12,0,0,0,0,0,0,0,0,0,0,0,6,0.5,282,65.4,DB
253,Harrison Smith,14,0,0,39,78.6,0,5,0,0,0,2022,33,MIN,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,66,19,85,1,0,5,58,0,10,0,0,0,0,1,0,0,0,58,0,39,31,79.5,350,11.3,9,1,73,10.3,241,109,9,1,0,0,1,2,2.3,0,0,913,78.6,0,0,SS
254,AJ Terrell,14,0,0,75,71.2,1,0,0,0,0,2022,24,ATL,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,36,11,47,1,0,0,0,0,9,1,1,21,0,0,0,0,0,21,0,75,42,56,478,11.4,6.4,6,102,11.3,355,123,1,0,0,0,0,7,13,0,0,799,71.2,0,0,LCB/RCB
255,Delarrin Turner-Yell,14,0,0,0,0,0,0,0,0,0,2022,23,DEN,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,251,52.3,S
256,Denzel Ward,14,0,0,69,68.7,0,3,0,0,0,2022,25,CLE,14,14,2,0,0,,0,0,,0,0,12,0,0,,0,0,0,,0,0,42,11,53,1,1,3,0,0,15,0,2,4,2,0,0,0,0,4,0,69,42,60.9,530,12.6,7.7,2,76.4,10.3,369,161,2,0,1,0,1,4,7,0,0,748,68.7,52,11.7,LCB
257,Damarion Williams,14,0,0,32,20.7,0,0,0,0,0,2022,24,BAL,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,15,9,24,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,20,62.5,243,12.2,7.6,2,106.6,8.1,136,107,5,0,0,0,0,3,11.1,0,0,226,20.7,134,31.1,CB
258,K'Waun Williams,14,1,0,52,52.3,0,1,0,0,0,2022,31,DEN,14,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,30,14,44,2,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,52,31,59.6,319,10.3,6.1,0,69.3,5.6,136,183,22,2,1,0,4,6,12,0,0,598,52.3,11,2.3,DB
259,Marco Wilson,14,0,0,87,69.9,0,3,0,0,0,2022,23,ARI,14,13,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,44,14,58,2,1,3,77,1,10,0,0,0,0,1,0,0,0,77,0,87,50,57.5,546,10.9,6.3,4,77.1,8.9,344,202,8,1,1,0,2,9,13.4,0,0,777,69.9,76,16.7,RCB
260,Johnathan Abram,15,0,0,54,18,0,0,0,0,0,2022,26,"GNB,LVR,SEA",15,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,42,18,60,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,34,63,375,11,6.9,0,83.5,6,150,225,25,3,2,0,5,3,4.8,0,0,596,18,97,7.2,S
261,Cal Adomitis,15,0,0,0,0,0,0,0,0,0,2022,24,CIN,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,128,29.5,LS
262,Marcus Allen,15,0,0,0,0,0,0,0,0,0,2022,26,PIT,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,230,52.5,DB
263,Eli Apple,15,0,0,79,87.6,0,0,0,0,0,2022,27,CIN,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,35,14,49,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,79,45,57,657,14.6,8.3,3,96.9,13.1,464,193,4,0,0,0,0,7,12.5,0,0,908,87.6,10,2.3,LCB
264,Budda Baker,15,0,0,40,87.1,0,2,0,0,0,2022,26,ARI,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,75,36,111,1,2,2,54,0,7,0,0,0,0,1,0,0,0,54,0,40,30,75,282,9.4,7.1,3,98.1,5,108,174,55,5,1,0,6,14,11.2,0,0,968,87.1,58,12.7,FS
265,Dane Belton,15,0,0,31,34.5,0,2,0,0,0,2022,22,NYG,15,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,24,7,31,1,1,2,0,0,3,0,2,3,0,0,0,0,0,3,0,31,20,64.5,272,13.6,8.8,0,65.5,9.7,122,150,16,1,1,0,2,3,8.8,0,0,390,34.5,143,30.4,S
266,Aaron Brewer,15,0,0,0,0,0,0,0,0,0,2022,32,ARI,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,116,25.5,LS
267,Jaquan Brisker,15,4,0,48,87.8,0,1,0,0,0,2022,23,CHI,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,4,73,31,104,5,4,1,6,0,2,0,1,0,0,1,0,0,0,6,0,48,27,56.3,352,13,7.3,4,98.6,9.5,209,143,15,1,0,0,5,7,6.3,0,0,955,87.8,47,10.8,FS
268,Percy Butler,15,0,0,6,12.9,0,0,0,0,0,2022,22,WAS,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,2,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,3,50,19,6.3,3.2,1,96.5,21,19,0,1,0,0,0,0,0,0,0,0,135,12.9,273,59.2,S
269,Bryce Callahan,15,0,0,54,56,0,3,0,0,0,2022,31,LAC,15,11,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,34,13,47,2,2,3,37,1,6,0,0,0,0,0,0,0,0,37,0,54,35,64.8,370,10.6,6.9,3,80,7.6,193,177,16,4,2,1,6,7,13,0,0,586,56,1,0.2,DB
270,Andre Cisco,15,1,0,29,85.3,0,3,0,0,0,2022,22,JAX,15,15,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,49,24,73,1,1,3,68,1,10,0,0,0,0,0,0,0,0,68,0,29,22,75.9,365,16.6,12.6,4,117.4,8.7,200,165,14,0,0,1,1,3,3.9,0,0,992,85.3,124,29.4,FS
271,Jamel Dean,15,0,0,65,78.9,0,2,0,0,0,2022,26,TAM,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,45,12,57,1,0,2,24,0,8,0,0,0,0,0,0,0,0,24,0,65,36,55.4,469,13,7.2,4,86,14,318,151,3,0,0,0,0,2,3.4,0,0,885,78.9,129,28,RCB
272,Kyle Dugger,15,1,0,55,66.5,0,3,37,0,0,2022,26,NWE,15,15,3,0,0,,0,0,,0,0,18,1,37,37,0,0,0,,0,1,50,28,78,5,2,3,55,2,8,0,1,59,1,1,0,0,0,151,37,55,38,69.1,369,9.7,6.7,5,95.2,8.4,236,133,26,1,1,0,3,7,8.2,0,0,752,66.5,130,28.4,SS
273,Terrell Edmunds,15,2,0,33,83.3,0,0,0,0,0,2022,25,PIT,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,41,29,70,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,20,60.6,264,13.2,8,3,116.2,9.9,167,97,10,1,0,0,3,6,7.9,0,0,886,83.3,107,24.4,SS
274,Justin Evans,15,0,0,30,34.6,0,0,0,0,0,2022,27,NOR,15,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,17,12,29,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,30,18,60,232,12.9,7.7,1,95.4,6.8,118,114,4,1,0,0,1,4,12.1,0,0,392,34.6,113,25.3,S
275,Minkah Fitzpatrick,15,0,0,54,88.3,0,6,0,0,0,2022,26,PIT,15,15,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,56,40,96,1,1,6,94,1,11,0,0,0,0,0,0,0,0,94,0,54,33,61.1,516,15.6,9.6,5,84.1,10.5,314,202,11,1,1,0,2,5,5,2,0.2,939,88.3,65,14.8,FS
276,Tre Flowers,15,0,0,18,16.5,0,1,0,0,0,2022,27,CIN,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,20,7,27,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,18,12,66.7,112,9.3,6.2,1,78.9,6.2,47,65,1,0,0,0,0,1,3.6,0,0,171,16.5,254,58.5,CB
277,Damar Hamlin,15,1.5,0,35,80.5,0,0,0,0,0,2022,24,BUF,15,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1.5,63,28,91,6,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,35,25,71.4,454,18.2,13,3,142.3,11,237,217,16,0,1,0,3,7,7.1,0,0,846,80.5,76,18.5,FS
278,Myles Hartsfield,15,0,0,49,70.3,0,0,0,0,0,2022,25,CAR,15,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,44,15,59,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,49,35,71.4,376,10.7,7.7,4,120.8,6.3,224,152,12,4,1,0,5,4,6.3,0,0,813,70.3,160,34,SS
279,Tre Herndon,15,0,0,43,35.8,0,0,0,0,0,2022,26,JAX,15,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,27,9,36,2,1,0,0,0,5,0,1,14,0,1,0,0,0,14,0,43,31,72.1,411,13.3,9.6,2,117.5,10.3,305,106,2,0,1,0,1,2,5.3,0,0,416,35.8,58,13.7,CB
280,Elijah Hicks,15,0,0,7,15.4,0,0,0,0,0,2022,23,CHI,15,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,15,13,28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,6,85.7,176,29.3,25.1,2,158.3,21.6,117,59,1,0,0,0,0,1,3.4,0,0,168,15.4,213,48.9,DB
281,Daxton Hill,15,0,0,8,12.6,0,0,0,0,0,2022,22,CIN,15,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,11,5,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,87.5,56,8,7,2,135.4,8.8,46,10,6,1,0,0,1,1,5.9,0,0,131,12.6,167,38.5,S
282,Darnay Holmes,15,0,0,67,50.6,0,0,0,0,0,2022,24,NYG,15,2,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,0,28,10,38,2,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,67,41,61.2,435,10.6,6.5,1,85.1,9,217,218,22,3,1,0,4,3,7.3,0,0,572,50.6,8,1.7,CB
283,Xavien Howard,15,0,0,84,85.6,0,1,0,0,0,2022,29,MIA,15,15,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,35,10,45,1,0,1,0,0,12,0,2,16,1,0,0,0,0,16,0,84,50,59.5,779,15.6,9.3,4,101.2,11.2,420,359,3,0,0,0,0,7,13.5,0,0,979,85.6,0,0,LCB
284,Dane Jackson,15,0,0,78,78.9,0,2,0,0,0,2022,26,BUF,15,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,49,8,57,1,0,2,13,0,12,0,0,0,0,1,0,0,0,13,0,78,46,59,538,11.7,6.9,3,82.1,10.1,412,126,4,0,0,0,0,7,10.9,0,0,829,78.9,8,2,RCB
285,Marcus Jones,15,0,0,41,32.7,1,2,1007,0,1,2022,24,NWE,15,4,3,0,0,,0,0,,0,0,18,27,645,23.9,0,29,362,12.5,1,0,34,5,39,2,0,2,87,1,7,1,1,0,0,0,4,0,78,1172,1007,41,24,58.5,361,15,8.8,1,75.4,14.8,271,90,0,1,0,0,1,2,4.9,18,1.7,370,32.7,164,35.9,DB
286,Derion Kendrick,15,0,0,59,44.4,0,0,0,0,0,2022,22,LAR,15,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,36,7,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,59,40,67.8,517,12.9,8.8,2,106.4,10.3,333,184,0,0,0,0,0,1,2.3,0,0,483,44.4,39,8.8,LCB
287,Kader Kohou,15,0,0,115,78.5,0,1,0,0,0,2022,24,MIA,15,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,63,9,72,5,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,115,68,59.1,698,10.3,6.1,3,81.7,8.5,437,261,6,0,0,0,0,8,10,0,0,898,78.5,1,0.2,RCB
288,Tre'von Moehrig,15,0,0,46,80.6,0,0,0,0,0,2022,23,LVR,15,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,37,18,55,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,46,32,69.6,449,14,9.8,4,129.7,9.5,250,199,7,1,0,0,1,5,8.3,0,0,908,80.6,13,2.9,FS
289,Israel Mukuamu,15,0,0,10,13.3,0,1,0,0,0,2022,23,DAL,15,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,5,17,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,70,49,7,4.9,1,74.6,8,16,33,3,0,1,0,1,2,10.5,0,0,153,13.3,279,58.5,S
290,Steven Nelson,15,1,0,62,81.7,0,1,0,0,0,2022,29,HOU,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,39,13,52,1,1,1,33,0,7,0,0,0,0,1,0,0,0,33,0,62,37,59.7,367,9.9,5.9,2,80.5,10.3,253,114,1,0,1,0,2,8,13.3,0,0,958,81.7,1,0.2,RCB
291,Greg Newsome II,15,0.5,0,69,83.3,0,0,0,0,0,2022,22,CLE,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,31,11,42,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,69,40,58,406,10.2,5.9,2,84.6,8.1,213,193,9,0,0,0,1,5,10.6,0,0,907,83.3,63,14.2,RCB
292,Tre Norwood,15,0,0,20,22.8,0,0,0,0,0,2022,23,PIT,15,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,17,6,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,50,118,11.8,5.9,0,68.3,11,78,40,3,0,0,0,0,5,17.9,0,0,243,22.8,156,35.6,DB
293,Jeff Okudah,15,0,0,77,69.8,0,1,0,0,0,2022,23,DET,15,15,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,59,14,73,2,0,1,20,1,7,0,0,0,0,1,0,0,0,20,0,77,46,59.7,681,14.8,8.8,1,87.6,10.9,411,270,2,0,0,0,0,6,7.6,0,0,793,69.8,5,1.1,RCB
294,Isaiah Rodgers,15,0,0,29,37.8,1,0,465,0,0,2022,24,IND,15,9,0,0,0,,0,0,,0,0,0,18,452,25.1,0,2,13,6.5,0,0,24,10,34,1,0,0,0,0,3,1,4,19,0,1,0,0,0,484,465,29,17,58.6,192,11.3,6.6,3,113,11,87,105,0,0,0,0,0,1,2.9,0,0,430,37.8,172,37.9,DB
295,Brandon Stephens,15,0.5,0,59,41.4,0,0,0,0,0,2022,25,BAL,15,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,31,6,37,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,59,37,62.7,410,11.1,6.9,1,88.9,10.6,336,74,1,0,0,0,1,4,9.8,0,0,453,41.4,206,47.8,DB
296,Ambry Thomas,15,0,0,6,3.8,0,0,0,0,0,2022,23,SFO,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,83.3,51,10.2,8.5,0,102.1,12.5,45,6,0,0,0,0,0,0,0,0,0,41,3.8,138,31.5,CB
297,Daniel Thomas,15,0,0,0,2.8,0,0,0,0,0,2022,24,JAX,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,32,2.8,237,56.2,S
