,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Pts,Sfty,Tgt,Def%,Fmb,Int,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
263,Jonathan Greenard,17,12,0,0,16,80.8,0,0,2024,27,MIN,17,17,0,0,0,,0,0,,0,0,0,12,41,18,59,18,22,0,0,0,3,0,0,0,0,4,16,11,68.8,65,5.9,4.1,0,76.3,0.5,-5,70,72,18,12,2,42,9,13.2,0,0,918,80.8,0,0,ROLB
264,Kamu Grugier-Hill,17,0,0,0,20,15.8,0,2,2024,30,MIN,17,1,0,0,0,,0,0,,0,0,0,0,11,7,18,0,0,2,5,0,3,0,0,0,0,0,20,10,50,134,13.4,6.7,0,32.1,6.3,64,70,17,1,0,0,1,3,14.3,0,0,179,15.8,331,73.6,LB
265,Derick Hall,17,8,6,0,2,59.6,0,0,2024,23,SEA,17,14,1,0,0,,0,0,,0,0,6,8,20,17,37,6,20,0,0,0,0,0,1,36,1,2,2,1,50,1,1,0.5,0,56.2,0.5,1,0,20,8,13,0,29,2,5.1,0,0,674,59.6,90,19.1,RILB
266,Jaylen Harrell,17,0,0,0,2,27.2,0,0,2024,22,TEN,17,0,0,0,0,,0,0,,0,0,0,0,8,5,13,2,0,0,0,0,0,0,0,0,0,0,2,2,100,12,6,6,0,91.7,2,4,8,0,1,0,0,1,3,18.8,0,0,287,27.2,200,43.9,OLB
267,Daiyan Henley,17,1,0,0,79,91.1,0,1,2024,25,LAC,17,17,0,0,0,,0,0,,0,0,0,1,84,63,147,7,3,1,4,0,8,0,0,0,0,0,79,56,70.9,525,9.4,6.6,1,87.8,3.1,120,405,52,2,2,0,5,14,8.7,0,0,996,91.1,164,35.4,LILB
268,Neville Hewitt,17,0,0,0,14,31.1,0,1,2024,31,HOU,17,4,0,0,0,,0,0,,0,0,0,0,31,28,59,0,1,1,45,0,3,0,0,0,0,2,14,9,64.3,68,7.6,4.9,1,69.9,6.1,25,43,8,0,1,0,1,4,6.3,0,0,341,31.1,329,69,LB
269,Michael Hoecht,17,3,0,0,14,57.3,0,0,2024,27,LAR,17,5,0,0,0,,0,0,,0,0,0,3,24,32,56,4,6,0,0,0,2,0,0,0,0,0,14,12,85.7,133,11.1,9.5,0,106.2,3.3,38,95,25,6,2,1,12,4,6.7,0,0,639,57.3,167,38,OLB
270,Ty'Ron Hopper,17,0,0,0,3,1.7,0,0,2024,23,GNB,17,0,0,0,0,,0,0,,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,10,10,3.3,0,43.7,4.3,5,5,0,0,0,0,0,1,10,0,0,18,1.7,215,48.6,LB
271,Khaleke Hudson,17,0,0,0,0,0.6,0,0,2024,27,"CLE,NOR",17,0,0,0,0,,0,0,,0,0,0,0,6,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,1,0,1,0,0,0,0,13,0.6,313,33.9,OLB
272,Jake Hummel,17,0,0,0,7,6.6,0,0,2024,25,LAR,17,1,0,0,0,,0,0,,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,7,6,85.7,83,13.8,11.9,1,155.7,4,21,62,2,0,0,0,0,1,5.6,0,0,74,6.6,338,76.8,LB
273,Caleb Johnson,17,0,0,0,0,0,0,0,2024,26,JAX,17,0,0,0,0,,0,0,,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,360,81.3,LB
274,Cam Jones,17,0,0,0,4,7.4,0,0,2024,25,KAN,17,1,0,0,0,,0,0,,0,0,0,0,12,7,19,0,1,0,0,0,0,0,0,0,0,0,4,4,100,48,12,12,0,116.7,1,4,44,1,1,1,0,2,2,9.5,0,0,80,7.4,284,65.9,LB
275,Dre'Mont Jones,17,4,2,1,6,54.6,0,0,2024,27,SEA,17,7,0,0,0,,0,0,,0,1,2,4,14,14,28,7,13,0,0,0,1,0,0,0,0,1,6,3,50,28,9.3,4.7,1,102.8,2.7,2,26,7,8,9,1,21,2,6.7,0,0,617,54.6,64,13.6,LB
276,Matt Judon,17,5.5,6,0,11,58.8,0,1,2024,32,ATL,17,15,1,0,0,,0,0,,0,0,6,5.5,25,16,41,7,9,1,27,1,5,0,0,0,0,0,11,7,63.6,89,12.7,8.1,1,81.2,7,45,44,28,3,3,3,12,6,12.8,0,0,655,58.8,0,0,ROLB
277,Harold Landry,17,9,2,1,9,83.3,0,0,2024,28,TEN,17,17,0,0,0,,0,0,,0,1,2,9,42,29,71,15,15,0,0,0,4,0,0,0,0,0,9,7,77.8,44,6.3,4.9,0,87,-0.3,-1,45,14,3,6,1,18,7,9,0,0,880,83.3,3,0.7,ROLB
278,Marist Liufau,17,1.5,0,0,19,47.2,0,0,2024,23,DAL,17,9,0,0,0,,0,0,,0,0,0,1.5,30,20,50,4,2,0,0,0,3,0,1,0,0,2,19,15,78.9,120,8,6.3,0,93,5.7,62,58,43,2,0,1,4,1,2,0,0,521,47.2,169,34.9,LB
279,Frankie Luvu,17,8,0,0,30,97.8,0,1,2024,28,WAS,17,17,0,0,0,,0,0,,0,0,0,8,54,45,99,12,14,1,0,0,7,0,2,5,0,1,30,22,73.3,129,5.9,4.3,1,78.3,3,34,95,123,4,5,4,18,6,5.7,0,0,1059,97.8,23,4.9,RLB
280,DeAngelo Malone,17,2,0,0,3,8.1,0,0,2024,25,ATL,17,0,0,0,0,,0,0,,0,0,0,2,8,8,16,3,3,0,0,0,0,0,0,0,0,0,3,2,66.7,9,4.5,3,0,70.1,1.7,5,4,3,2,1,0,5,1,5.9,0,0,90,8.1,363,81.4,OLB
281,Isaiah McDuffie,17,0.5,0,0,56,64.2,0,0,2024,25,GNB,17,17,0,0,0,,0,0,,0,0,0,0.5,46,51,97,3,3,0,0,0,3,0,0,0,0,1,56,47,83.9,405,8.6,7.2,5,126.6,3.3,137,268,17,2,2,0,5,10,9.3,0,0,699,64.2,125,28.3,RLB
282,Chad Muma,17,0,0,0,10,21.7,0,0,2024,25,JAX,17,3,0,0,0,,0,0,,0,0,0,0,12,20,32,0,0,0,0,0,0,0,0,0,0,0,10,10,100,82,8.2,8.2,1,134.2,2.7,27,55,5,0,0,0,0,2,5.9,0,0,259,21.7,325,73.4,LB
283,Anthony Nelson,17,4,0,0,9,51.3,0,0,2024,27,TAM,17,6,0,0,0,,0,0,,0,0,0,4,25,15,40,6,13,0,0,0,1,0,1,0,0,1,9,8,88.9,40,5,4.4,0,85.2,1,13,27,43,6,10,0,20,3,7,0,0,573,51.3,384,80.3,OLB
284,Ben Niemann,17,0,0,0,12,16.3,0,0,2024,29,DET,17,4,0,0,0,,0,0,,0,0,0,0,11,14,25,0,0,0,0,0,1,0,1,0,0,0,12,11,91.7,147,13.4,12.3,1,145.5,3.3,26,121,22,2,0,1,2,2,7.4,0,0,179,16.3,295,64,LB
285,Maema Njongmeta,17,0,0,0,5,2.6,0,0,2024,23,CIN,17,1,0,0,0,,0,0,,0,0,0,0,7,6,13,0,0,0,0,0,0,0,2,0,0,0,5,5,100,29,5.8,5.8,0,90.8,3.2,16,13,0,0,0,0,0,0,0,0,0,30,2.6,371,80.5,LB
286,Amen Ogbongbemiga,17,1,0,0,3,1.4,0,0,2024,26,CHI,17,0,0,0,0,,0,0,,0,0,0,1,7,6,13,1,1,0,0,0,0,0,0,0,0,0,3,2,66.7,1,0.5,0.3,1,109.7,3.3,-4,5,0,0,0,0,1,0,0,0,0,15,1.4,366,83.8,LB
287,Segun Olubi,17,0,0,0,1,1.8,0,0,2024,25,IND,17,0,0,0,0,,0,0,,0,0,0,0,6,6,12,0,0,0,0,0,0,0,1,18,0,1,1,1,100,25,25,25,0,118.7,13,13,12,0,0,0,0,0,0,0,0,0,21,1.8,381,81.2,LB
288,Odafe Oweh,17,10,0,0,5,56.1,0,0,2024,26,BAL,17,10,0,0,0,,0,0,,0,0,0,10,25,14,39,9,23,0,0,0,0,0,0,0,0,1,5,5,100,56,11.2,11.2,0,113.3,2.4,12,44,7,5,12,0,28,3,7.1,0,0,636,56.1,1,0.2,LOLB
289,Del'Shawn Phillips,17,0,0,0,3,2.5,0,0,2024,28,HOU,17,0,0,0,0,,0,0,,0,0,0,0,8,8,16,1,0,0,0,0,0,0,0,0,0,0,3,3,100,33,11,11,0,112.5,4.3,13,20,1,0,0,0,0,1,5.9,0,0,27,2.5,368,77.1,LB
290,Germaine Pratt,17,0,0,0,71,94.7,0,2,2024,28,CIN,17,17,0,0,0,,0,0,,0,0,0,0,80,63,143,5,4,2,26,0,6,0,2,9,0,2,71,50,70.4,505,10.1,7.1,2,88.1,2.6,93,412,43,3,4,2,7,18,11.2,0,0,1078,94.7,14,3,MLB
291,Patrick Queen,17,1,0,0,76,99.8,0,0,2024,25,PIT,17,17,0,0,0,,0,0,,0,0,0,1,65,64,129,6,5,0,0,0,7,0,1,0,0,2,76,58,76.3,561,9.7,7.4,4,114,4.2,183,378,59,2,4,1,7,9,6.5,0,0,1090,99.8,74,16.2,LILB
292,Duke Riley,17,0,0,0,4,3.9,0,0,2024,30,MIA,17,2,0,0,0,,0,0,,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,4,3,75,7,2.3,1.8,1,116.7,1.8,1,6,4,1,0,0,1,1,8.3,0,0,42,3.9,371,83.6,LB
293,Elandon Roberts,17,1,0,0,17,43.8,0,0,2024,30,PIT,17,14,0,0,0,,0,0,,0,0,0,1,24,22,46,5,4,0,0,0,0,0,0,0,0,1,17,13,76.5,181,13.9,10.6,0,110.2,1,32,149,41,3,3,0,7,3,6.1,0,0,478,43.8,92,20.1,RILB
294,Chop Robinson,17,6,0,0,8,53.1,0,0,2024,21,MIA,17,1,0,0,0,,0,0,,0,0,0,6,16,10,26,8,14,0,0,0,4,0,0,0,0,0,8,3,37.5,21,7,2.6,0,45.8,-0.4,-6,27,10,6,7,3,20,5,16.1,0,0,565,53.1,115,25.9,LB
295,Mark Robinson,17,0,0,0,0,0.7,0,0,2024,25,PIT,17,0,0,0,0,,0,0,,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0.7,301,65.9,LB
296,Tavius Robinson,17,3.5,0,0,3,42.9,0,0,2024,25,BAL,17,7,0,0,0,,0,0,,0,0,0,3.5,13,19,32,4,12,0,0,0,1,0,0,0,0,0,3,2,66.7,7,3.5,2.3,0,70.1,0.3,-3,10,0,1,8,0,13,0,0,0,0,486,42.9,268,56.4,OLB
297,Josh Ross,17,0,0,0,1,0,0,0,2024,25,"BAL,SEA",17,0,0,0,0,,0,0,,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,1,1,100,2,2,2,1,118.7,-2,-2,4,0,0,0,0,0,0,0,0,0,0,0,314,33.2,LB
298,Christian Rozeboom,17,1,0,0,56,74.3,0,1,2024,27,LAR,17,11,0,0,0,,0,0,,0,0,0,1,69,66,135,5,1,1,16,0,4,0,0,0,0,0,56,45,80.4,476,10.6,8.5,2,106.5,3.6,121,355,21,0,0,0,1,13,8.8,0,0,828,74.3,184,41.8,RLB
299,Jack Sanborn,17,1.5,0,0,9,22,0,0,2024,24,CHI,17,3,0,0,0,,0,0,,0,0,0,1.5,17,18,35,2,2,0,0,0,3,0,0,0,0,0,9,8,88.9,128,16,14.2,0,118.7,10.9,90,38,15,1,1,1,4,3,7.9,0,0,235,22,369,84.4,LB
300,Jamien Sherwood,17,2,0,0,52,92.8,0,0,2024,24,NYJ,17,16,0,0,0,,0,0,,0,0,0,2,98,60,158,10,2,0,0,0,3,0,0,0,0,0,52,40,76.9,349,8.7,6.7,2,107,4.8,147,202,28,1,0,0,3,9,5.4,0,0,1065,92.8,113,26.2,RILB
301,Trenton Simpson,17,1.5,0,0,35,57.8,0,0,2024,23,BAL,17,13,0,0,0,,0,0,,0,0,0,1.5,40,33,73,5,6,0,0,0,4,0,1,0,0,0,35,26,74.3,242,9.3,6.9,3,121.4,3.1,90,152,28,0,2,0,4,5,6.4,0,0,655,57.8,204,42.9,RLB
302,Omar Speights,17,0,0,0,30,37.6,0,0,2024,23,LAR,17,10,0,0,0,,0,0,,0,0,0,0,37,30,67,2,0,0,0,0,2,0,0,0,0,0,30,25,83.3,207,8.3,6.9,0,95.4,2.8,63,144,5,0,0,0,0,3,4.3,0,0,419,37.6,266,60.5,LILB
303,Robert Spillane,17,2,0,0,67,98.2,0,2,2024,29,LVR,17,17,0,0,0,,0,0,,0,0,0,2,91,67,158,10,3,2,0,0,7,0,0,0,0,0,67,49,73.1,504,10.3,7.5,4,101.8,4.5,219,285,60,1,1,2,4,11,6.5,0,0,1095,98.2,0,0,MLB
304,Justin Strnad,17,3,0,0,43,58.5,0,0,2024,28,DEN,17,8,0,0,0,,0,0,,0,0,0,3,48,25,73,8,4,0,0,0,3,0,0,0,0,0,43,31,72.1,247,8,5.7,0,86.1,1.1,17,230,42,4,1,3,8,6,7.6,0,0,676,58.5,201,42.5,RILB
305,Grant Stuard,17,0,0,0,14,19.8,0,0,2024,26,IND,17,5,0,0,0,,0,0,,0,0,0,0,25,15,40,2,0,0,0,0,0,0,0,0,0,0,14,11,78.6,60,5.5,4.3,0,84.5,0.1,-7,67,5,0,0,0,0,2,4.8,0,0,229,19.8,342,72.9,LB
306,Chazz Surratt,17,0,0,0,6,11.9,0,0,2024,27,NYJ,17,5,0,0,0,,0,0,,0,0,0,0,18,10,28,2,1,0,0,0,0,0,0,0,0,0,6,5,83.3,41,8.2,6.8,0,95.1,1.8,10,31,13,1,1,0,2,1,3.4,0,0,137,11.9,272,63,ROLB
307,Jahlani Tavai,17,1,0,0,55,81.8,0,1,2024,28,NWE,17,16,0,0,0,,0,0,,0,0,0,1,58,57,115,7,2,1,0,0,5,0,0,0,0,0,55,42,76.4,431,10.3,7.8,1,96.9,4.4,170,261,48,5,1,1,7,8,6.5,0,0,915,81.8,191,43.7,RILB
308,Drake Thomas,17,0,0,0,3,3.3,0,0,2024,24,SEA,17,0,0,0,0,,0,0,,0,0,0,0,3,10,13,0,0,0,0,0,1,0,0,0,0,0,3,2,66.7,16,8,5.3,0,79.9,4.3,8,8,2,0,0,0,0,1,7.1,0,0,37,3.3,318,67.7,LB
309,Jeremiah Trotter Jr.,17,0.5,0,0,7,9.9,0,0,2024,22,PHI,17,1,0,0,0,,0,0,,0,0,0,0.5,9,16,25,0,1,0,0,0,1,0,0,0,0,0,7,5,71.4,23,4.6,3.3,0,75.3,0.6,-3,26,4,0,0,0,1,2,7.4,0,0,104,9.9,295,65.8,LB
310,Tuli Tuipulotu,17,8.5,0,0,6,67,0,0,2024,22,LAC,17,9,0,0,0,,0,0,,0,0,0,8.5,26,16,42,11,17,0,0,0,2,0,0,0,0,1,6,4,66.7,30,7.5,5,1,118.1,3.2,8,22,20,2,7,1,19,5,10.6,0,0,732,67,339,73.2,OLB
311,Andrew Van Ginkel,17,11.5,12,0,22,81.2,0,2,2024,29,MIN,17,17,2,0,0,,0,0,,0,0,12,11.5,50,29,79,18,19,2,73,2,6,0,0,0,0,1,22,19,86.4,71,3.7,3.2,2,72.5,0.5,4,67,110,5,9,2,26,5,6,0,0,922,81.2,1,0.2,RLB
312,Jared Verse,17,4.5,0,0,5,74.8,0,0,2024,24,LAR,17,16,0,0,0,,0,0,,0,0,0,4.5,36,30,66,11,18,0,0,0,2,0,2,0,0,2,5,5,100,21,4.2,4.2,1,123.7,1.2,6,15,48,15,13,2,33,17,20.5,0,0,834,74.8,0,0,ROLB
313,Bobby Wagner,17,2,0,0,38,99,0,0,2024,34,WAS,17,17,0,0,0,,0,0,,0,0,0,2,75,57,132,10,8,0,0,0,4,0,2,0,0,1,38,25,65.8,215,8.6,5.7,1,89.3,4,30,185,41,3,5,0,11,8,5.7,0,0,1072,99,83,17.7,MLB
314,Mykal Walker,17,0,0,0,4,7.1,0,0,2024,27,WAS,17,0,0,0,0,,0,0,,0,0,0,0,8,13,21,0,0,0,0,0,0,0,2,0,0,0,4,4,100,44,11,11,0,112.5,3,12,32,2,0,0,0,0,1,4.5,0,0,77,7.1,344,73.5,OLB
315,Jihad Ward,17,1,0,0,2,41.1,0,0,2024,30,MIN,17,2,0,0,0,,0,0,,0,0,0,1,5,5,10,1,14,0,0,0,1,0,1,2,0,0,2,1,50,9,9,4.5,0,62.5,3,0,9,46,3,14,1,18,1,9.1,0,0,467,41.1,78,17.3,OLB
316,Fred Warner,17,1,6,0,58,93.5,0,2,2024,28,SFO,17,17,1,0,0,,0,0,,0,0,6,1,76,55,131,5,2,2,70,1,7,0,0,0,0,4,58,46,79.3,389,8.5,6.7,3,97.5,4.3,147,242,32,3,1,0,5,17,11.5,0,0,998,93.5,81,18,MLB
317,T.J. Watt,17,11.5,0,0,5,85.9,0,0,2024,30,PIT,17,17,0,0,0,,0,0,,0,0,0,11.5,40,21,61,19,27,0,0,0,4,0,2,0,0,6,5,5,100,33,6.6,6.6,0,94.2,-0.8,-4,37,23,3,16,3,31,4,6.2,0,0,938,85.9,38,8.3,LOLB
318,Kyzir White,17,2.5,0,0,51,93.7,0,1,2024,28,ARI,17,17,0,0,0,,0,0,,0,0,0,2.5,60,77,137,9,8,1,0,0,3,0,1,0,0,0,51,38,74.5,410,10.8,8,1,96,2.8,106,304,47,2,5,0,10,8,5.5,0,0,1018,93.7,6,1.4,RILB
319,Dorian Williams,17,0,0,0,59,58.8,0,0,2024,23,BUF,17,11,0,0,0,,0,0,,0,0,0,0,68,49,117,5,2,0,0,0,0,0,3,0,0,1,59,43,72.9,390,9.1,6.6,3,107.3,4.6,144,246,41,4,2,0,6,11,8.6,0,0,649,58.8,181,40.6,RLB
320,Quincy Williams,17,2,0,0,61,99.1,0,0,2024,28,NYJ,17,17,0,0,0,,0,0,,0,0,0,2,74,42,116,14,2,0,0,0,4,0,3,19,0,4,61,45,73.8,374,8.3,6.1,2,100,3,129,245,60,3,1,0,6,14,10.8,0,0,1138,99.1,13,3,LILB
321,Eric Wilson,17,2,0,0,37,51.2,0,1,2024,30,GNB,17,12,0,0,0,,0,0,,0,0,0,2,38,34,72,7,4,1,0,0,2,0,0,0,0,1,37,31,83.8,314,10.1,8.5,2,108.8,4.4,139,175,17,3,2,0,7,11,13.3,0,0,558,51.2,321,72.6,MLB
322,Payton Wilson,17,0,6,0,39,45.1,1,1,2024,24,PIT,17,4,1,0,0,,0,0,,0,0,6,0,49,29,78,3,2,1,0,0,2,1,2,22,1,1,39,31,79.5,215,6.9,5.5,0,79,2.7,33,182,22,1,2,1,3,7,8.2,0,0,492,45.1,301,65.9,LB
323,Byron Young,17,7.5,2,1,19,75.7,0,0,2024,26,LAR,17,16,0,0,0,,0,0,,0,1,2,7.5,34,28,62,12,13,0,0,0,1,0,0,0,0,1,19,13,68.4,128,9.8,6.7,1,104.7,2.4,17,111,53,8,7,0,23,8,11.4,0,0,844,75.7,9,2,LOLB
