,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
276,Bobby Okereke,17,0,0,0,82,85.1,0,0,2022,26,IND,17,16,0,0,0,,0,0,,0,0,0,0,99,52,151,6,0,0,0,0,5,0,2,0,0,2,82,58,70.7,515,8.9,6.3,1,91.3,4,130,385,21,1,0,0,1,11,6.8,0,0,968,85.1,160,35.2,LLB
277,Foyesade Oluokun,17,2,0,0,90,98.5,0,0,2022,27,JAX,17,17,0,0,0,,0,0,,0,0,0,2,128,56,184,12,9,0,0,0,5,0,2,0,0,2,90,71,78.9,561,7.9,6.2,1,96.3,3.4,187,374,39,0,7,0,9,10,5.2,0,0,1145,98.5,68,16.1,LILB
278,Odafe Oweh,17,3,0,0,12,58,0,0,2022,24,BAL,17,6,0,0,0,,0,0,,0,0,0,3,30,13,43,7,11,0,0,0,0,0,1,0,0,1,12,8,66.7,76,9.5,6.3,0,84,2.1,15,61,10,8,4,0,16,6,12.2,0,0,634,58,22,5.1,LOLB
279,Micah Parsons,17,13.5,6,0,11,80.1,0,0,2022,23,DAL,17,17,1,0,0,,0,0,,0,0,6,13.5,42,23,65,13,26,0,0,0,3,0,3,36,1,3,11,9,81.8,82,9.1,7.5,1,128,0.5,-9,91,68,13,14,2,41,5,7.1,0,0,919,80.1,0,0,LLB
280,Adrian Phillips,17,0,0,0,36,62.3,0,0,2022,30,NWE,17,8,0,0,0,,0,0,,0,0,0,0,37,29,66,3,1,0,0,0,3,0,0,0,0,0,36,24,66.7,280,11.7,7.8,2,108.6,7.5,195,85,9,0,1,0,1,3,4.3,0,0,704,62.3,194,42.5,ROLB
281,Jaelan Phillips,17,7,0,0,20,73.4,0,0,2022,23,MIA,17,15,0,0,0,,0,0,,0,0,0,7,37,24,61,8,25,0,0,0,2,0,2,0,0,1,20,19,95,120,6.3,6,1,108.3,1.3,16,104,64,11,16,1,36,10,14.1,0,0,840,73.4,75,16.6,LOLB
282,Anthony Pittman,17,0,0,0,2,4.8,0,0,2022,26,DET,17,1,0,0,0,,0,0,,0,0,0,0,3,2,5,0,1,0,0,0,0,0,0,0,0,1,2,1,50,10,10,5,0,64.6,9.5,13,-3,2,1,1,0,2,0,0,0,0,54,4.8,358,79.4,LB
283,Shaquille Quarterman,17,0,0,0,2,1.8,0,0,2022,25,JAX,17,0,0,0,0,,0,0,,0,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,1,2,1,50,16,16,8,0,77.1,-0.5,2,14,0,0,0,0,0,0,0,0,0,21,1.8,281,66.6,LB
284,Patrick Queen,17,5,0,0,66,93.9,0,2,2022,23,BAL,17,17,0,0,0,,0,0,,0,0,0,5,79,38,117,9,14,2,11,0,6,0,2,5,0,1,66,51,77.3,464,9.1,7,0,83.1,3.4,136,328,64,3,7,1,17,9,7.1,0,0,1026,93.9,0,0,RLB
285,Haason Reddick,17,16,0,0,12,73.9,0,0,2022,28,PHI,17,17,0,0,0,,0,0,,0,0,0,16,35,14,49,11,26,0,0,0,3,0,3,1,0,5,12,7,58.3,87,12.4,7.3,0,80.9,3.3,38,49,77,13,10,1,41,5,9.3,0,0,817,73.9,7,1.5,LLB
286,Troy Reeder,17,0,0,0,3,5.9,0,0,2022,28,LAC,17,0,0,0,0,,0,0,,0,0,0,0,6,5,11,0,0,0,0,0,1,0,0,0,0,1,3,2,66.7,48,24,16,0,109.7,9.7,12,36,4,0,0,0,0,0,0,0,0,62,5.9,313,67.6,LB
287,Jalen Reeves-Maybin,17,0,0,0,4,7.5,0,0,2022,27,HOU,17,0,0,0,0,,0,0,,0,0,0,0,9,6,15,0,0,0,0,0,0,0,1,0,0,0,4,4,100,23,5.8,5.8,0,90.6,2,8,15,0,0,0,0,0,1,6.3,0,0,88,7.5,390,84.1,LB
288,Duke Riley,17,1,0,0,30,32.2,0,0,2022,28,MIA,17,2,0,0,0,,0,0,,0,0,0,1,25,20,45,3,0,0,0,0,2,0,0,0,0,0,30,21,70,160,7.6,5.3,2,104.9,4.2,77,83,16,1,0,0,2,1,2.2,0,0,368,32.2,330,72.8,LB
289,Elandon Roberts,17,4.5,0,0,35,59.4,0,0,2022,28,MIA,17,17,0,0,0,,0,0,,0,0,0,4.5,68,39,107,10,6,0,0,0,0,0,0,0,0,0,35,28,80,304,10.9,8.7,2,121.9,5.2,107,197,33,0,2,0,7,8,7,0,0,680,59.4,122,26.9,LILB
290,Christian Rozeboom,17,0,0,0,1,0.6,0,0,2022,25,LAR,17,0,0,0,0,,0,0,,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,79.2,-3,-3,4,0,0,0,0,0,0,0,1,0.1,7,0.6,373,83.8,LB
291,Jamien Sherwood,17,0.5,0,0,1,2.2,0,0,2022,22,NYJ,17,0,0,0,0,,0,0,,0,0,0,0.5,12,4,16,1,1,0,0,0,0,0,0,0,0,0,1,1,100,5,5,5,0,87.5,0,0,5,0,0,0,0,1,0,0,0,0,25,2.2,309,67.2,LB
292,Isaiah Simmons,17,4,6,0,70,80.6,0,2,2022,24,ARI,17,13,1,0,0,,0,0,,0,0,6,4,68,31,99,5,4,2,61,1,7,0,1,0,0,2,70,54,77.1,518,9.6,7.4,4,104.3,5.1,217,301,39,2,0,2,6,5,4.8,0,0,896,80.6,0,0,LILB
293,Alex Singleton,17,0,0,0,77,67.5,0,0,2022,29,DEN,17,12,0,0,0,,0,0,,0,0,0,0,101,62,163,6,3,0,0,0,3,0,0,0,0,1,77,59,76.6,425,7.2,5.5,2,97.6,3.3,124,301,42,5,3,2,8,7,4.1,0,0,772,67.5,198,41.3,RILB
294,Preston Smith,17,8.5,0,0,7,79.9,0,0,2022,30,GNB,17,17,0,0,0,,0,0,,0,0,0,8.5,38,21,59,9,20,0,0,0,1,0,0,0,0,1,7,6,85.7,75,12.5,10.7,0,111.3,-2.1,-10,85,33,8,9,1,27,4,6.3,0,0,825,79.9,78,18.2,LOLB
295,Roquan Smith,17,4.5,0,0,69,47.6,0,3,2022,25,"CHI,BAL",17,17,0,0,0,,0,0,,0,0,0,4.5,103,66,169,11,4,3,41,0,6,0,0,0,0,0,69,49,71,419,8.6,6.1,2,78.1,4.4,153,266,32,5,0,0,10,8,4.5,0,0,1039,47.6,8,0.9,MLB
296,E.J. Speed,17,1,0,0,11,27.6,0,0,2022,27,IND,17,5,0,0,0,,0,0,,0,0,0,1,37,26,63,7,1,0,0,0,2,0,0,0,0,2,11,9,81.8,89,9.9,8.1,1,130.7,5.1,45,44,13,1,0,2,2,3,4.5,0,0,314,27.6,384,84.6,LB
297,Justin Strnad,17,0,0,0,0,0,0,0,2022,26,DEN,17,0,0,0,0,,0,0,,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,405,84.4,LB
298,Jahlani Tavai,17,1.5,0,0,29,50.4,0,0,2022,26,NWE,17,12,0,0,0,,0,0,,0,0,0,1.5,37,32,69,2,4,0,0,0,2,0,0,0,0,0,29,22,75.9,124,5.6,4.3,1,94.6,1,34,90,19,4,1,0,7,0,0,0,0,570,50.4,330,72.2,RILB
299,Cameron Thomas,17,3,0,0,0,21.2,0,0,2022,22,ARI,17,0,0,0,0,,0,0,,0,0,0,3,7,11,18,3,6,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,4,1,3,0,7,0,0,0,0,236,21.2,57,12.5,LB
300,Shaq Thompson,17,0.5,0,0,70,94.3,1,0,2022,28,CAR,17,17,0,0,0,,0,0,,0,0,0,0.5,78,57,135,8,3,0,0,0,4,1,1,0,0,0,70,47,67.1,379,8.1,5.4,2,90.1,2.8,90,289,35,1,1,0,3,11,7.5,0,0,1090,94.3,87,18.5,LLB
301,Drue Tranquill,17,5,0,0,43,93.4,0,1,2022,27,LAC,17,16,0,0,0,,0,0,,0,0,0,5,95,51,146,10,8,1,20,0,4,0,0,0,0,1,43,37,86,376,10.2,8.7,1,101.2,5.5,163,213,36,1,3,0,9,9,5.8,0,0,978,93.4,114,24.6,LLB
302,Joe Tryon-Shoyinka,17,4,0,0,24,75.2,0,0,2022,23,TAM,17,16,0,0,0,,0,0,,0,0,0,4,23,17,40,6,14,0,0,0,2,0,0,0,0,0,24,14,58.3,109,7.8,4.5,1,83.5,1.2,-2,111,35,8,9,0,22,2,4.8,0,0,843,75.2,17,3.7,OLB
303,Tanner Vallejo,17,0,0,0,20,25.2,0,0,2022,28,ARI,17,5,0,0,0,,0,0,,0,0,0,0,20,17,37,2,2,0,0,0,1,0,0,0,0,1,20,14,70,202,14.4,10.1,1,119.2,3,32,170,5,0,2,0,2,6,14,0,0,280,25.2,375,82.4,LB
304,Andrew Van Ginkel,17,0.5,6,0,16,29.2,0,1,2022,27,MIA,17,5,1,0,0,,0,0,,0,0,6,0.5,24,23,47,3,4,1,23,0,2,0,0,0,0,0,16,14,87.5,75,5.4,4.7,0,60.2,-0.5,-11,86,25,4,3,1,8,3,6,0,0,334,29.2,306,67.5,ROLB
305,Bobby Wagner,17,6,0,0,48,99.2,0,2,2022,32,LAR,17,17,0,0,0,,0,0,,0,0,0,6,81,59,140,10,10,2,13,0,5,0,0,0,0,0,48,33,68.8,359,10.9,7.5,2,87.1,1.4,56,303,49,2,2,1,10,2,1.4,0,0,1080,99.2,52,11.7,RILB
306,Quay Walker,17,1.5,0,0,45,81.9,0,0,2022,22,GNB,17,16,0,0,0,,0,0,,0,0,0,1.5,75,46,121,5,4,0,0,0,7,0,1,63,0,3,45,24,53.3,184,7.7,4.1,0,63.6,3,32,152,52,2,3,0,7,6,4.7,0,0,846,81.9,78,18.2,RILB
307,Fred Warner,17,2,0,0,68,95.8,0,1,2022,26,SFO,17,17,0,0,0,,0,0,,0,0,0,2,79,51,130,3,6,1,20,0,10,0,0,0,0,1,68,41,60.3,438,10.7,6.4,0,73,4.3,142,296,35,2,3,0,8,8,5.8,0,0,1026,95.8,62,14.2,MLB
308,Kristian Welch,17,0,0,0,1,0.4,0,0,2022,24,BAL,17,0,0,0,0,,0,0,,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,100,14,14,14,0,118.7,12,12,2,0,0,0,0,0,0,0,0,0,4,0.4,336,78,LB
309,Devin White,17,5.5,0,0,60,96,0,0,2022,24,TAM,17,17,0,0,0,,0,0,,0,0,0,5.5,73,51,124,8,16,0,0,0,5,0,3,26,0,2,60,46,76.7,400,8.7,6.7,2,104.9,2.8,137,263,65,7,9,0,22,11,8.1,0,0,1076,96,22,4.8,LILB
310,Damien Wilson,17,2,0,0,8,17.6,0,0,2022,29,CAR,17,5,0,0,0,,0,0,,0,0,0,2,23,15,38,4,2,0,0,0,0,0,0,0,0,1,8,8,100,77,9.6,9.6,0,106.8,2.5,20,57,6,1,0,0,3,2,5,0,0,204,17.6,211,44.8,MLB
311,Mack Wilson,17,1.5,0,0,14,20.9,0,0,2022,24,NWE,17,3,0,0,0,,0,0,,0,0,0,1.5,15,21,36,2,2,0,0,0,1,0,0,0,0,1,14,7,50,70,10,5,1,88.4,3,7,63,15,3,0,0,6,8,18.2,0,0,236,20.9,284,62.1,LB
312,Josh Woods,17,0,0,0,0,0.9,0,0,2022,26,DET,17,0,0,0,0,,0,0,,0,0,0,0,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,10,0.9,322,71.4,LB
