,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
95,Tyus Bowser,9,2,0,0,10,32.5,0,0,2022,27,BAL,9,4,0,0,0,,0,0,,0,0,0,2,8,5,13,3,4,0,0,0,2,0,0,0,0,1,10,3,30,32,10.7,3.2,0,40.4,0.9,8,24,8,4,1,1,7,1,7.1,0,0,355,32.5,5,1.2,LB
96,K'Lavon Chaisson,9,1,0,0,0,9.4,0,0,2022,23,JAX,9,0,0,0,0,,0,0,,0,0,0,1,7,3,10,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,3,1,2,0,4,0,0,0,0,109,9.4,108,25.6,LB
97,Jabril Cox,9,0,0,0,4,3.1,0,0,2022,24,DAL,9,0,0,0,0,,0,0,,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,4,3,75,21,7,5.3,0,86.5,4,10,11,0,0,0,0,0,0,0,0,0,36,3.1,185,38.8,LB
98,Rashan Gary,9,6,0,0,1,36.6,0,0,2022,25,GNB,9,9,0,0,0,,0,0,,0,0,0,6,21,11,32,7,12,0,0,0,1,0,1,0,0,1,1,1,100,4,4,4,0,83.3,-2,-2,6,28,5,6,0,17,1,3,0,0,378,36.6,37,8.6,ROLB
99,Jonas Griffith,9,0,0,0,24,29.4,0,1,2022,25,DEN,9,8,0,0,0,,0,0,,0,0,0,0,26,20,46,0,3,1,1,0,1,0,0,0,0,0,24,18,75,151,8.4,6.3,1,87.3,3.7,58,93,10,2,3,0,5,2,4.2,0,0,336,29.4,141,29.4,RILB
100,Chandler Wooten,9,0,0,0,0,0,0,0,2022,23,CAR,9,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,145,30.8,LB
101,Matthew Adams,10,0,0,0,7,17.3,0,0,2022,27,CHI,10,3,0,0,0,,0,0,,0,0,0,0,17,9,26,2,0,0,0,0,0,0,0,0,0,1,7,5,71.4,49,9.8,7,0,90.8,2.3,8,41,1,0,0,0,0,2,7.1,0,0,188,17.3,205,47,LB
102,Joe Bachie,10,0,0,0,0,1.3,0,0,2022,24,CIN,10,0,0,0,0,,0,0,,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,13,1.3,168,38.7,LB
103,Curtis Bolton,10,0,0,0,0,0.1,0,0,2022,27,LVR,10,0,0,0,0,,0,0,,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,180,39.7,LB
104,Damone Clark,10,0,0,0,15,34.7,0,0,2022,22,DAL,10,5,0,0,0,,0,0,,0,0,0,0,29,18,47,1,0,0,0,0,0,0,0,0,0,2,15,13,86.7,116,8.9,7.7,2,138.5,2.2,25,91,8,0,0,0,0,0,0,0,0,398,34.7,106,22.2,LB
105,Milo Eifler,10,0,0,0,0,0.6,0,0,2022,24,WAS,10,0,0,0,0,,0,0,,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,20,0,0,6,0.6,205,44.5,LB
106,A.J. Klein,10,0,0,0,6,3.2,0,0,2022,31,"BUF,CHI,BAL",10,2,0,0,0,,0,0,,0,0,0,0,11,5,16,2,0,0,0,0,0,0,0,0,0,0,6,5,83.3,18,3.6,3,0,79.2,-0.8,-4,22,3,0,0,0,0,1,5.9,0,0,104,3.2,100,7.8,LB
107,Julian Okwara,10,2,0,0,8,19.5,0,0,2022,25,DET,10,2,0,0,0,,0,0,,0,0,0,2,10,7,17,3,3,0,0,0,0,0,0,0,0,0,8,5,62.5,57,11.4,7.1,0,83.9,4.6,35,22,2,6,0,1,8,0,0,0,0,222,19.5,15,3.3,LB
108,T.J. Watt,10,5.5,0,0,3,47.2,0,2,2022,28,PIT,10,10,0,0,0,,0,0,,0,0,0,5.5,27,12,39,8,12,2,0,0,5,0,0,0,0,1,3,3,100,24,8,8,0,60.4,2.3,7,17,36,2,4,3,13,3,7.1,0,0,502,47.2,32,7.3,LOLB
109,Bud Dupree,11,4,0,0,6,38.8,0,0,2022,29,TEN,11,11,0,0,0,,0,0,,0,0,0,4,14,4,18,6,9,0,0,0,0,0,2,2,0,1,6,6,100,65,10.8,10.8,0,111.8,1,6,59,9,7,6,0,17,0,0,0,0,453,38.8,0,0,LOLB
110,Chase Hansen,11,0,0,0,1,1.3,0,0,2022,29,NOR,11,1,0,0,0,,0,0,,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,1,1,100,10,10,10,0,108.3,3,3,7,0,0,0,0,0,0,0,0,0,15,1.3,197,44.1,LB
111,Jake Hansen,11,1,0,0,7,17.5,0,0,2022,24,HOU,11,2,0,0,0,,0,0,,0,0,0,1,15,10,25,2,2,0,0,0,0,0,1,0,0,1,7,7,100,79,11.3,11.3,1,153.3,4.9,34,45,9,0,2,0,3,1,3.8,0,0,205,17.5,148,31.9,LB
112,Marcell Harris,11,0,0,0,2,5.4,0,0,2022,28,NYJ,11,0,0,0,0,,0,0,,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,2,2,100,9,4.5,4.5,0,85.4,1.5,3,6,0,0,0,0,0,3,20,0,0,62,5.4,177,38.5,LB
113,Bruce Irvin,11,3.5,0,0,3,34.6,0,0,2022,35,SEA,11,10,0,0,0,,0,0,,0,0,0,3.5,18,10,28,5,9,0,0,0,0,0,0,0,0,0,3,3,100,16,5.3,5.3,0,88.9,-0.7,-2,18,6,3,5,0,12,2,6.7,0,0,400,34.6,10,2.1,ROLB
114,Deion Jones,11,2.5,0,0,24,38.8,0,1,2022,28,CLE,11,5,0,0,0,,0,0,,0,0,0,2.5,25,19,44,6,3,1,5,0,3,0,0,0,0,1,24,15,62.5,170,11.3,7.1,1,80.2,2.2,43,127,9,0,0,0,3,4,8.3,0,0,422,38.8,0,0,MLB
115,Terrell Lewis,11,1,0,0,11,30.5,0,1,2022,24,LAR,11,3,0,0,0,,0,0,,0,0,0,1,9,4,13,2,3,1,0,0,2,0,0,0,0,0,11,6,54.5,29,4.8,2.6,0,22.2,0.4,-10,39,17,0,2,1,3,2,13.3,0,0,332,30.5,14,3.1,LB
116,Jeremiah Owusu-Koramoah,11,0,0,0,39,49,0,0,2022,23,CLE,11,10,0,0,0,,0,0,,0,0,0,0,45,25,70,7,1,0,0,0,4,0,0,0,0,2,39,27,69.2,306,11.3,7.8,5,132.1,4.1,100,206,26,1,1,0,2,8,10.3,0,0,534,49,51,11.5,LLB
117,Josh Tupou,11,2,0,0,0,26.3,0,0,2022,28,CIN,11,6,0,0,0,,0,0,,0,0,0,2,8,11,19,2,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,4,1,5,0,0,272,26.3,44,10.1,LLB
118,Kindle Vildor,11,0,0,0,38,48.8,0,1,2022,25,CHI,11,9,0,0,0,,0,0,,0,0,0,0,21,13,34,2,0,1,18,0,5,0,0,0,0,0,38,25,65.8,345,13.8,9.1,3,110.1,8.4,203,142,0,0,0,0,0,2,5.6,0,0,531,48.8,32,7.3,RLB
119,Azeez Al-Shaair,12,0,0,0,16,29.3,0,0,2022,25,SFO,12,9,0,0,0,,0,0,,0,0,0,0,20,24,44,1,1,0,0,0,0,0,1,5,0,0,16,12,75,131,10.9,8.2,0,98.7,7.4,70,61,13,1,1,0,2,4,8.3,0,0,314,29.3,12,2.7,LLB
120,K.J. Britt,12,0,0,0,1,4,0,0,2022,23,TAM,12,0,0,0,0,,0,0,,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,1,1,100,14,14,14,0,118.7,12,12,2,1,0,0,0,0,0,0,0,0,45,4,253,55,LB
121,Christian Harris,12,1,0,0,46,60.8,0,1,2022,21,HOU,12,11,0,0,0,,0,0,,0,0,0,1,46,28,74,6,3,1,20,0,5,0,0,0,0,1,46,33,71.7,295,8.9,6.4,0,79.5,2.9,73,222,9,0,2,0,3,10,11.9,0,0,712,60.8,1,0.2,LLB
122,Nick Kwiatkoski,12,0,0,0,0,0,0,0,2022,29,ATL,12,0,0,0,0,,0,0,,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,228,52.4,LB
123,David Long,12,0,0,0,53,63.4,0,2,2022,26,TEN,12,12,0,0,0,,0,0,,0,0,0,0,52,34,86,7,3,2,4,0,5,0,0,0,0,0,53,39,73.6,336,8.6,6.3,0,74.1,3.1,126,210,22,3,3,1,6,10,10.4,0,0,740,63.4,0,0,LILB
124,Denzel Perryman,12,1,0,0,29,49.2,0,2,2022,30,LVR,12,11,0,0,0,,0,0,,0,0,0,1,54,29,83,14,5,2,48,0,2,0,0,0,0,0,29,21,72.4,119,5.7,4.1,1,62.3,1.8,18,101,46,2,4,0,7,7,7.8,0,0,555,49.2,8,1.8,MLB
125,Brandon Smith,12,0,0,0,5,4.6,0,0,2022,21,CAR,12,1,0,0,0,,0,0,,0,0,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,5,4,80,14,3.5,2.8,0,79.2,4.6,-2,16,0,0,0,0,0,1,11.1,0,0,53,4.6,193,41,LB
126,Sione Takitaki,12,1,0,0,29,45.6,0,0,2022,27,CLE,12,8,0,0,0,,0,0,,0,0,0,1,36,35,71,4,1,0,0,0,0,0,0,0,0,1,29,26,89.7,215,8.3,7.4,0,97.6,2.7,75,140,20,2,0,0,3,6,7.8,0,0,497,45.6,189,42.6,MLB/RLB
127,Pete Werner,12,0,0,0,39,52.7,0,0,2022,23,NOR,12,11,0,0,0,,0,0,,0,0,0,0,56,24,80,3,0,0,0,0,3,0,0,0,0,2,39,28,71.8,212,7.6,5.4,1,93.1,2.8,41,171,15,2,0,0,2,4,4.8,0,0,597,52.7,41,9.2,LLB
128,Zack Baun,13,0,0,0,1,7.3,0,0,2022,26,NOR,13,1,0,0,0,,0,0,,0,0,0,0,11,5,16,1,2,0,0,0,0,0,0,0,0,0,1,1,100,9,9,9,0,104.2,3,3,6,8,0,2,0,2,2,11.1,0,0,83,7.3,289,64.7,LB
129,De'Vondre Campbell,13,0,6,0,55,67.2,0,2,2022,29,GNB,13,13,1,0,0,,0,0,,0,0,6,0,56,40,96,6,1,2,77,1,3,0,0,0,0,0,55,44,80,362,8.2,6.6,0,78.9,2.7,108,254,19,2,1,0,3,6,5.9,0,0,694,67.2,61,14.3,LILB
130,Tae Crowder,13,1,0,0,21,39.3,0,0,2022,25,NYG,13,8,0,0,0,,0,0,,0,0,0,1,26,19,45,3,2,0,0,0,1,0,0,0,0,1,21,13,61.9,162,12.5,7.7,1,101.7,3.6,56,106,30,2,1,0,4,9,16.7,0,0,445,39.3,160,34,RILB
131,Tremaine Edmunds,13,1,0,0,60,72.3,0,1,2022,24,BUF,13,13,0,0,0,,0,0,,0,0,0,1,66,36,102,6,3,1,4,0,7,0,0,0,0,0,60,39,65,296,7.6,4.9,0,69.9,4.4,134,162,18,0,2,0,3,1,1,0,0,760,72.3,48,11.7,MLB
132,Willie Gay Jr.,13,2.5,6,0,52,53,0,1,2022,24,KAN,13,13,1,0,0,,0,0,,0,0,6,2.5,51,37,88,9,4,1,47,1,8,0,1,0,0,0,52,42,80.8,338,8,6.5,1,92.1,2.1,70,268,30,0,1,4,4,9,9.3,0,0,608,53,5,1.1,MLB
133,Josey Jewell,13,2.5,0,0,66,72.2,0,2,2022,28,DEN,13,13,0,0,0,,0,0,,0,0,0,2.5,70,58,128,7,4,2,21,0,4,0,2,5,0,2,66,52,78.8,525,10.1,8,2,97.3,3.9,147,378,43,0,2,0,5,9,6.6,0,0,826,72.2,7,1.5,LILB
134,David Mayo,13,1,0,0,8,19.3,0,0,2022,29,WAS,13,3,0,0,0,,0,0,,0,0,0,1,14,21,35,2,0,0,0,0,1,0,0,0,0,0,8,6,75,82,13.7,10.3,2,146.9,2.6,12,70,4,1,0,0,2,1,2.8,0,0,202,19.3,252,54.7,LB
135,Monty Rice,13,0,0,0,29,31.3,0,0,2022,23,TEN,13,6,0,0,0,,0,0,,0,0,0,0,39,27,66,4,1,0,0,0,1,0,0,0,0,0,29,23,79.3,198,8.6,6.8,1,106.6,4.6,87,111,9,0,2,0,2,4,5.7,0,0,366,31.3,168,37.5,ROLB
136,Myjai Sanders,13,3,0,0,3,23.3,0,0,2022,24,ARI,13,4,0,0,0,,0,0,,0,0,0,3,17,6,23,3,5,0,0,0,3,0,1,0,0,1,3,2,66.7,20,10,6.7,1,125,-2.7,-5,25,19,4,2,2,9,2,8,0,0,259,23.3,15,3.3,LOLB
137,Jaylon Smith,13,1,0,0,28,55.3,0,0,2022,27,NYG,13,11,0,0,0,,0,0,,0,0,0,1,46,42,88,3,2,0,0,0,0,0,1,4,0,0,28,23,82.1,224,9.7,8,0,100,5.5,92,132,21,2,1,0,4,0,0,0,0,626,55.3,18,3.8,LILB
138,Garret Wallow,13,0,0,0,5,10.6,0,0,2022,23,HOU,13,3,0,0,0,,0,0,,0,0,0,0,6,7,13,1,0,0,0,0,1,0,0,0,0,0,5,2,40,60,30,12,0,85.4,11.4,21,39,0,0,0,0,0,1,7.1,0,0,124,10.6,185,39.9,LB
139,Eric Wilson,13,1,0,0,0,3.4,0,0,2022,28,GNB,13,0,0,0,0,,0,0,,0,0,0,1,9,8,17,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,1,0,0,0,0,35,3.4,197,46,LB
140,Anthony Barr,14,1,0,0,24,53.1,0,0,2022,30,DAL,14,10,0,0,0,,0,0,,0,0,0,1,35,23,58,2,4,0,0,0,1,0,2,0,0,0,24,20,83.3,200,10,8.3,0,101.4,4.3,74,126,23,3,3,0,7,3,4.9,0,0,609,53.1,26,5.5,RLB
141,Baron Browning,14,5,0,0,9,49.9,1,1,2022,23,DEN,14,8,0,0,0,,0,0,,0,0,0,5,14,10,24,8,12,1,-6,0,2,1,1,0,0,0,9,5,55.6,21,4.2,2.3,0,21.3,2,-9,30,37,6,6,1,18,1,4,0,0,571,49.9,30,6.3,ROLB
142,Jonathon Cooper,14,2,0,0,11,38.5,0,0,2022,24,DEN,14,9,0,0,0,,0,0,,0,0,0,2,23,25,48,2,7,0,0,0,0,0,0,0,0,0,11,9,81.8,57,6.3,5.2,0,88.3,0.4,-2,59,16,2,4,0,8,0,0,0,0,441,38.5,261,54.4,LOLB
143,Victor Dimukeje,14,0,0,0,3,22.4,0,0,2022,23,ARI,14,2,0,0,0,,0,0,,0,0,0,0,12,5,17,0,1,0,0,0,0,0,0,0,0,0,3,3,100,23,7.7,7.7,0,98.6,3.3,10,13,11,3,1,0,4,1,5.6,0,0,249,22.4,241,53,OLB
144,Dennis Gardeck,14,1,0,0,10,18.8,0,1,2022,28,ARI,14,3,0,0,0,,0,0,,0,0,0,1,22,9,31,2,5,1,24,0,1,0,0,0,0,1,10,9,90,77,8.6,7.7,0,59.2,1.6,22,55,17,3,3,0,7,2,6.1,0,0,209,18.8,306,67.3,LB
145,Jake Gervase,14,0,0,0,0,0,0,0,2022,27,LAR,14,0,0,0,0,,0,0,,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,1,0.1,0,0,304,68.3,LB
146,Neville Hewitt,14,0,0,0,2,2,0,0,2022,29,HOU,14,0,0,0,0,,0,0,,0,0,0,0,10,4,14,1,0,0,0,0,0,0,0,0,0,1,2,2,100,24,12,12,0,116.7,1.5,3,21,0,0,0,0,0,0,0,0,0,23,2,310,66.8,LB
147,Justin Houston,14,9.5,0,0,4,36.3,0,1,2022,33,BAL,14,1,0,0,0,,0,0,,0,0,0,9.5,14,7,21,7,17,1,5,0,1,0,0,0,0,1,4,4,100,31,7.8,7.8,0,59.4,-1,-4,35,10,8,6,0,25,2,8.7,0,0,397,36.3,0,0,LB
148,Jason Pierre-Paul,14,3,0,0,3,48.1,0,1,2022,33,BAL,14,13,0,0,0,,0,0,,0,0,0,3,17,9,26,5,3,1,3,0,5,0,0,0,0,0,3,3,100,19,6.3,6.3,0,53.5,1.3,4,15,4,0,0,4,3,3,10.3,0,0,526,48.1,0,0,LOLB
149,Malik Reed,14,1,0,0,3,37.2,0,0,2022,26,PIT,14,2,0,0,0,,0,0,,0,0,0,1,8,17,25,1,4,0,0,0,2,0,0,0,0,0,3,3,100,26,8.7,8.7,0,102.8,-1.3,-4,30,27,1,3,1,5,1,3.8,0,0,396,37.2,58,13.2,LB
150,Jack Sanborn,14,2,0,0,17,30.4,0,0,2022,22,CHI,14,6,0,0,0,,0,0,,0,0,0,2,50,14,64,5,3,0,0,0,0,0,1,0,0,0,17,13,76.5,119,9.2,7,0,95,3.3,36,83,13,0,1,0,3,3,4.5,0,0,331,30.4,153,35.1,MLB
151,Kayvon Thibodeaux,14,4,6,0,5,65.4,0,0,2022,22,NYG,14,14,1,0,0,,0,0,,0,0,6,4,33,16,49,6,13,0,0,0,5,0,2,1,1,2,5,2,40,20,10,4,0,52.1,5.4,14,6,49,4,10,4,18,0,0,0,0,740,65.4,2,0.4,ROLB
152,Leighton Vander Esch,14,1,0,0,31,65,0,0,2022,25,DAL,14,14,0,0,0,,0,0,,0,0,0,1,54,36,90,4,1,0,0,0,1,0,0,0,0,1,31,24,77.4,214,8.9,6.9,0,95.4,3.8,87,127,17,2,0,0,3,3,3.2,0,0,746,65,55,11.5,MLB
153,Sterling Weatherford,14,0,0,0,2,0,0,0,2022,23,CHI,14,0,0,0,0,,0,0,,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,100,19,9.5,9.5,0,106.2,2,4,15,0,0,0,0,0,0,0,0,0,0,0,224,51.4,LB
154,Derrick Barnes,15,1,0,0,12,30.7,0,0,2022,23,DET,15,4,0,0,0,,0,0,,0,0,0,1,27,20,47,3,1,0,0,0,1,0,0,0,0,0,12,9,75,72,8,6,0,89.6,2.2,19,53,16,1,0,0,2,2,4.1,0,0,349,30.7,161,35.7,LB
155,Nik Bonitto,15,1.5,0,0,3,31.2,0,0,2022,23,DEN,15,1,0,0,0,,0,0,,0,0,0,1.5,6,8,14,1,3,0,0,0,0,0,0,0,0,1,3,2,66.7,16,8,5.3,0,79.9,6,1,15,18,2,2,0,6,4,22.2,0,0,357,31.2,59,12.3,OLB
156,Jonathan Bostic,15,0,0,0,8,25.2,0,0,2022,31,WAS,15,5,0,0,0,,0,0,,0,0,0,0,11,14,25,0,0,0,0,0,0,0,0,0,0,0,8,4,50,67,16.8,8.4,0,78.6,3.6,8,59,8,0,0,0,0,2,7.4,0,0,263,25.2,184,39.9,MLB
157,Shaun Bradley,15,0,0,0,0,0,0,0,2022,25,PHI,15,0,0,0,0,,0,0,,0,0,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,314,69.3,LB
158,Darien Butler,15,0,0,0,1,1.9,0,0,2022,22,LVR,15,0,0,0,0,,0,0,,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,1,1,100,18,18,18,0,118.7,14,14,4,0,0,0,0,0,0,0,0,0,21,1.9,271,59.8,LB
159,Jack Cochrane,15,0,0,0,0,0,0,0,2022,23,KAN,15,0,0,0,0,,0,0,,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,262,57,LB
160,Dylan Cole,15,1,0,0,32,37.5,0,0,2022,28,TEN,15,8,0,0,0,,0,0,,0,0,0,1,42,22,64,4,1,0,0,0,1,0,0,0,0,0,32,29,90.6,257,8.9,8,2,121,3.8,107,150,11,2,0,0,3,8,11.1,0,0,438,37.5,295,65.8,RILB
161,Chauncey Golston,15,1,0,0,0,20.7,0,0,2022,24,DAL,15,0,0,0,0,,0,0,,0,0,0,1,13,9,22,2,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,1,1,4,1,4.3,0,0,237,20.7,141,29.6,LB
162,Dre Greenlaw,15,0,6,0,89,79.3,0,1,2022,25,SFO,15,15,1,0,0,,0,0,,0,0,6,0,82,45,127,3,0,1,0,0,6,0,2,23,1,2,89,70,78.7,483,6.9,5.4,1,88.3,2.9,163,320,23,2,0,1,2,9,6.6,0,0,849,79.3,8,1.8,RLB
163,Kamu Grugier-Hill,15,0,0,0,35,18.4,0,0,2022,28,"ARI,HOU",15,6,0,0,0,,0,0,,0,0,0,0,38,10,48,1,0,0,0,0,1,0,0,0,0,0,35,24,68.6,250,10.4,7.1,1,98.5,4.9,94,156,10,1,1,0,2,3,5.9,0,0,419,18.4,163,17.7,LB
164,Will Harris,15,0,0,0,61,58.1,0,1,2022,27,DET,15,10,0,0,0,,0,0,,0,0,0,0,44,13,57,2,1,1,0,0,4,0,1,0,0,1,61,43,70.5,522,12.1,8.6,3,106,9.2,347,175,20,4,0,0,4,2,3.4,0,0,660,58.1,142,31.5,RLB
165,Myles Jack,15,0,0,0,55,65,0,0,2022,27,PIT,15,13,0,0,0,,0,0,,0,0,0,0,61,43,104,3,1,0,0,0,3,0,0,0,0,0,55,42,76.4,390,9.3,7.1,2,107.4,4.4,171,219,21,0,1,1,1,7,6.3,0,0,692,65,55,12.6,RILB
166,Joseph Jones,15,0,0,0,1,3.3,0,0,2022,28,TEN,15,0,0,0,0,,0,0,,0,0,0,0,13,5,18,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,79.2,0,0,0,0,0,0,0,0,0,0,0,0,38,3.3,342,76.3,LB
167,Jordan Kunaszyk,15,0,0,0,7,9.3,0,0,2022,26,CLE,15,2,0,0,0,,0,0,,0,0,0,0,14,8,22,0,0,0,0,0,1,0,0,0,0,1,7,4,57.1,33,8.3,4.7,0,69.3,3.4,17,16,4,0,0,0,0,2,8.3,0,0,101,9.3,317,71.4,LB
168,Cory Littleton,15,0.5,0,0,12,32.3,0,0,2022,29,CAR,15,7,0,0,0,,0,0,,0,0,0,0.5,28,19,47,1,2,0,0,0,2,0,0,0,0,0,12,8,66.7,52,6.5,4.3,1,103.5,4.1,22,30,9,1,1,0,3,3,6,0,0,373,32.3,287,60.9,MLB
169,Frankie Luvu,15,7,6,0,48,81.3,0,1,2022,26,CAR,15,14,1,0,0,,0,0,,0,0,6,7,76,35,111,19,9,1,33,1,4,0,0,0,0,1,48,34,70.8,277,8.1,5.8,3,97.3,1.6,71,206,57,3,3,2,13,7,5.9,0,0,940,81.3,71,15.1,RLB
170,DeAngelo Malone,15,1,0,0,3,19.3,0,0,2022,23,ATL,15,0,0,0,0,,0,0,,0,0,0,1,18,11,29,4,2,0,0,0,0,0,0,0,0,0,3,2,66.7,14,7,4.7,0,77.1,-0.3,-3,17,1,2,1,0,4,2,6.5,0,0,216,19.3,216,49.7,LB
171,Matt Milano,15,1.5,6,0,68,90.1,0,3,2022,28,BUF,15,15,1,0,0,,0,0,,0,0,6,1.5,72,27,99,12,7,3,84,1,11,0,2,0,0,0,68,45,66.2,388,8.6,5.7,0,62.6,3.7,129,259,36,3,5,0,10,13,11.6,0,0,947,90.1,24,5.9,LLB
172,Germaine Pratt,15,1,0,0,40,69.9,0,2,2022,26,CIN,15,15,0,0,0,,0,0,,0,0,0,1,50,49,99,6,1,2,3,0,10,0,1,-8,0,1,40,25,62.5,196,7.8,4.9,1,62.1,3.5,68,128,24,2,0,4,3,5,4.8,0,0,724,69.9,60,13.8,MLB
173,Chris Rumph,15,2,0,0,2,28.7,0,0,2022,24,LAC,15,0,0,0,0,,0,0,,0,0,0,2,7,8,15,2,6,0,0,0,1,0,0,0,0,0,2,2,100,13,6.5,6.5,0,93.7,0.5,1,12,7,4,4,1,10,5,25,0,0,301,28.7,218,47.1,LB
174,Grant Stuard,15,0,0,0,0,0,0,0,2022,24,IND,15,0,0,0,0,,0,0,,0,0,0,0,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,264,58.1,LB
175,Joe Thomas,15,1,0,0,16,38,0,0,2022,31,CHI,15,9,0,0,0,,0,0,,0,0,0,1,35,26,61,4,1,0,0,0,2,0,1,0,0,0,16,14,87.5,113,8.1,7.1,1,116.9,3.2,43,70,12,0,0,2,1,7,10.3,0,0,413,38,265,60.8,RLB
176,Derrek Tuszka,15,0,0,0,3,5.6,0,0,2022,25,"TEN,LAC",15,1,0,0,0,,0,0,,0,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,3,3,100,31,10.3,10.3,0,109.7,8,24,7,2,0,0,0,0,0,0,0,0,123,5.6,337,37,LB
177,Josh Uche,15,11.5,0,0,4,33.1,0,0,2022,24,NWE,15,0,0,0,0,,0,0,,0,0,0,11.5,23,4,27,9,14,0,0,0,0,0,0,0,0,2,4,4,100,56,14,14,0,118.7,2.8,11,45,6,10,3,0,25,0,0,0,0,374,33.1,45,9.8,LB
178,Travon Walker,15,3.5,0,0,10,67.8,0,1,2022,22,JAX,15,14,0,0,0,,0,0,,0,0,0,3.5,24,25,49,5,10,1,9,0,2,0,0,0,0,1,10,5,50,58,11.6,5.8,0,28.3,2.6,18,40,20,10,7,0,21,5,9.3,0,0,788,67.8,59,14,ROLB
179,Quincy Williams,15,3,0,0,51,69.7,0,0,2022,26,NYJ,15,15,0,0,0,,0,0,,0,0,0,3,74,32,106,12,6,0,0,0,1,0,0,0,0,0,51,44,86.3,306,7,6,0,91.7,3.8,170,136,10,0,3,0,7,9,7.8,0,0,793,69.7,14,3,LILB
180,Logan Wilson,15,2.5,0,0,74,92.2,1,1,2022,26,CIN,15,15,0,0,0,,0,0,,0,0,0,2.5,83,40,123,3,7,1,41,0,4,1,0,0,0,1,74,55,74.3,489,8.9,6.6,1,90.4,4.2,210,279,38,3,4,0,10,6,4.7,0,0,955,92.2,66,15.2,RLB/MLB
181,Oshane Ximines,15,2,0,0,12,44.7,1,0,2022,26,NYG,15,4,0,0,0,,0,0,,0,0,0,2,15,9,24,3,8,0,0,0,2,1,1,1,0,1,12,7,58.3,67,9.6,5.6,0,74,-0.2,-4,71,27,1,6,2,9,2,7.7,0,0,506,44.7,117,24.8,LB
182,Brian Asamoah,16,0,0,0,4,10.2,0,0,2022,22,MIN,16,0,0,0,0,,0,0,,0,0,0,0,11,6,17,0,0,0,0,0,0,0,1,12,0,1,4,3,75,44,14.7,11,0,110.4,7,24,20,6,1,0,0,1,3,15,0,0,119,10.2,285,57.8,LB
183,Markus Bailey,16,0,0,0,2,5.6,0,0,2022,25,CIN,16,1,0,0,0,,0,0,,0,0,0,0,18,6,24,2,0,0,0,0,0,0,0,0,0,0,2,2,100,22,11,11,0,112.5,2.5,5,17,0,0,0,0,0,0,0,0,0,58,5.6,277,63.8,LB
184,Ben Banogu,16,0,0,0,3,10.1,0,0,2022,26,IND,16,0,0,0,0,,0,0,,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,15,7.5,5,0,78.5,-4,-6,21,0,4,0,0,4,1,9.1,0,0,115,10.1,232,51.1,LB
185,Nick Bellore,16,0,0,0,0,0.8,0,0,2022,33,SEA,16,0,0,0,0,,0,0,,0,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,17,1.6,9,0.8,352,75.5,LB
